Key;WikidataId;Author;No of co-authors;Title;Subtitle;Normalized genre;Archive;Normalized year;Publisher;Publication place;First edition;Num Pages;Size;Libretto;Premier year;Print edition;No of speakers;No of speakers (female);No of speakers (male);No of speakers (unknown);No of person groups;No of connected components;No of edges;Year written;No of segments;No of acts;No of Words;No of words (speakers);No of words (stage directions);No of paragraphs;No of lines;Filename;Xmlid;Corpus;Date;Notes;Author gender (manual);Author birth;Author death;Characters;Co-authors;Author age (time of writing);Posthumous;Authorid;Publication statement
fre001308;;Saint-Gilles Lenfant, Charles;0;La Feinte Heureuse;Pastorale;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAINT-GILLES_FEINTEHEUREUSE.xml;1709;;;;;7;False;;1709;7;2;2;3;0;1;17;;4;0;564;512;0;0;71;saint-gilles-feinte-heureuse;fre001308;FreDraCor;1709;;male;;;"Philène (M); Philémon (M); Daphnis (F); Tous Deux (Unk); Climène (F); Ensemble (Unk); Tous Quatre (Unk)";;;;;DraCor: https://dracor.org/
fre001309;;Saint-Gilles Lenfant, Charles;0;La Fièvre de Palmerin;Pastorale Héroïque;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAINT-GILLES_FIEVREPALMERIN.xml;1709;;;;;10;False;;1709;10;1;1;8;0;2;15;;5;0;1534;709;149;3;72;saint-gilles-fievre-palmerin;fre001309;FreDraCor;1709;;male;;;"Palmerin (M); Le Troupeau (Unk); La Deesse (Unk); Choeur D Aqullons (Unk); Choeur de Salamandres (Unk); Le Pasteur (Unk); Le Pasteur Furieux (Unk); Le Choeur (Unk); Le Temps (Unk); Vénus (F)";;;;;DraCor: https://dracor.org/
fre001310;;Mérard de Saint-Just, Simon-Pierre;0;L'Esprit des Moeurs au Dix-Huitième Siécle;Ou la Petite Maison;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAINT-JUST_PETITEMAISON.xml;1790;;;;;22;False;;1790;22;5;2;15;0;3;67;;25;0;25493;23784;2796;788;212;saint-just-petite-maison;fre001310;FreDraCor;1790;;male;1749;1812;"Kilacare (Unk); La Marquise (Unk); Jusitne (Unk); Mademoiselle de Lesbosie (F); Justine (F); Le Comte (Unk); L Abbe (Unk); Le Chevalier (Unk); Brochure (M); Necelle (F); Eglante (F); Le President (Unk); Le Baron (Unk); Le Vicomte (Unk); Germon (M); Pamene (Unk); La Verdure (Unk); Ensemble (Unk); Adeline (F); Le Marquis (Unk); L Exempt (Unk); Chanteurs du Cantique (Unk)";;41;False;https://www.wikidata.org/wiki/Q28949675;DraCor: https://dracor.org/
fre001311;;Saint Roman;0;Dialogue;;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAINT-ROMAN_DIALOGUE.xml;1750;;;;;3;False;;1750;3;1;2;0;0;1;3;;1;0;1814;1787;0;0;228;saint-roman-dialogue;fre001311;FreDraCor;1750;;male;;;"Plutus (M); La Vanité (F); Le Luxe (M)";;;;;DraCor: https://dracor.org/
fre001312;;Saint-Aignan, Etienne;0;Le Martyre de Marie-Antoinette d'Autriche Reine de France.;Tragédie en Cinq Actes.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAINTAIGNAN_MARTYREMARIEANTOINETTE.xml;1796;;;;;40;False;;1796;40;2;8;30;0;2;122;;53;5;16477;15717;286;0;1963;saint-aignan-martyre-marie-antoinette;fre001312;FreDraCor;1796;;male;;;"Un Depute (Unk); Membre du Comite (Unk); Le President (Unk); Un Membre (Unk); Autre Membre (Unk); Danton (M); Robespierre (M); Barrère (M); Le Predident (Unk); Un Membre du Comite (Unk); Le Ministre (Unk); Le Jacobin (Unk); La Reine (F); Madame Royale (F); Le Roi (M); Madame Elisabeth (Unk); Le Maire (Unk); Simon (M); Un Garde (Unk); Un Garde du Maire (Unk); Un Autre Membre du Comite (Unk); Un Autre Membre (Unk); L Accusateur (Unk); Le Garde (Unk); La Suivante (Unk); Santerre (M); Le Geôlier (M); Un des Gardes (Unk); L Envoye de Santerre (Unk); L Inconnu (Unk); Le Commandant (Unk); Le sans Culotte (Unk); Tronson (M); Second Membre du Comite (Unk); L Autre Membre (Unk); Le Constitutionnel (Unk); Le Royaliste (Unk); Un Second Royaliste (Unk); Le Vieillard (Unk); Premier Royaliste (Unk)";;;;;DraCor: https://dracor.org/
fre001313;;Saint-Aignan, Etienne;0;La Mort de Louis Xvi;Tragédie en Trois Actes.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAINTAIGNAN_MORTLOUISXVI.xml;1793;;;;;22;False;;1793;22;2;12;8;0;2;53;;18;3;9120;6722;380;0;778;saint-aignan-mort-louis-xvi;fre001313;FreDraCor;1793;;male;;;"Tronchet (M); Lamoignon de Malesherbes (M); Deseze (M); Garran de Coulon (M); Barrère (M); Robespierre (M); Philippe d'Orléans (M); Lequinio (M); Kersaint (M); Charles Vilette (Unk); Marat (M); Manuel (M); Premier Commissaire (Unk); Deuxieme Commissaire (Unk); Louis Xvi (Unk); Le Dauphin (Unk); Le Ministre (Unk); Marie-Antoinette (F); Elisabeth (F); Le Confesseur (Unk); La Princesse (Unk); Santerre (M)";;;;;DraCor: https://dracor.org/
fre001314;;Saint-Évremond, Charles de Marguetel de Saint-Denis, seigneur;0;La Comédie des Académiciens;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAINTEVREMOND_COMEDIEDESACADEMICIENS.xml;1650;;;;;19;False;;1650;19;1;15;3;0;1;110;;10;3;5877;5741;0;0;635;saint-evremond-comedie-des-academiciens;fre001314;FreDraCor;1650;;male;1613;1703;"Saint-Amant (M); Faret (M); Godeau (M); Colletet (M); Serisay (M); Porcheres (Unk); Colomby (M); Chapelain (M); Boisrobert (M); Silhon (M); Mademoiselle de Gournai (F); Monsieur le Chancellier (Unk); Desmarets (M); Gombaud (M); La Troupe (Unk); L'Estoile (M); Gomberville (M); Baudoin (M); Habert (M)";;37;False;https://www.wikidata.org/wiki/Q511289;DraCor: https://dracor.org/
fre001315;;Saint-Priest, Commandant;0;Le Pot au Noir et le Pot aux Roses;Ou Daphnis et Hortense;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAINTPRIEST_POTAUNOIRPOTAUXROSES.xml;1789;;;;;5;False;1789;1789;5;3;1;1;0;1;10;;10;1;4030;3906;213;141;155;saint-priest-pot-au-noir-pot-aux-roses;fre001315;FreDraCor;1789;;male;;;"Daphnis (M); Bobielle (F); Alain (F); Hortense (F); Les Autres Sauf Alain (Unk)";;;;;DraCor: https://dracor.org/
fre001316;;Sallebray, Monsieur;0;La Belle Egyptienne;Tragi-Comédie;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SALLEBRAY_BELLEEGYPTIENNE.xml;1640;;;;;14;False;1641;1640;14;4;4;6;0;1;47;;33;5;18286;17797;117;0;2019;sallebray-belle-egyptienne;fre001316;FreDraCor;1640;;male;1650;1650;"Précieuse (F); La Vieille (F); Le Poète (M); Don Jean (Unk); Le Capitaine des Egyptiens (M); Andres (Unk); L Egyptien (Unk); Hipolite (F); Le Prévôt (M); Un Archer (Unk); Isabelle (F); Ferdinand (M); Un de la Troupe (Unk); Le Senechal (Unk)";;;;https://www.wikidata.org/wiki/Q3469945;DraCor: https://dracor.org/
fre001317;Q40119269;Sand, George;0;Aldo le Rimeur;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAND_ALDOLERIMEUR.xml;1833;;;;;6;False;;1833;6;2;2;2;0;1;8;;8;2;12214;12071;277;248;9;sand-aldo-le-rimeur;fre001317;FreDraCor;1833;;female;1804;1876;"Aldo le Rimeur (M); Tickle (Unk); Meg (F); Jane (F); La Reine (Unk); Maître Acrocéronius (M)";;29;False;https://www.wikidata.org/wiki/Q3816;DraCor: https://dracor.org/
fre001318;;Sand, George;0;Molière;Drame en Cinq Actes;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAND_MOLIERE.xml;1851;;;;;28;False;;1851;28;2;7;19;0;1;118;;69;5;38024;31608;1569;1069;20;sand-moliere;fre001318;FreDraCor;1851;;female;1804;1876;"Brécourt (M); Duparc (M); Pierrette (Unk); Molière (M); Armande (Unk); Madeleine (F); Le Cavalier (Unk); Pierette (Unk); Baron (M); Condé (M); Le Roi (Unk); La Petite Madeleine (Unk); Une Belle Dame (Unk); Un Doucereux (M); Une Autre Dame (Unk); Un Marquis (M); La Dame (Unk); Le Marquis (Unk); Une Vieille Dame (F); Le Bel Esprit (Unk); La Vieille Dame (Unk); Premier Ouvrier (Unk); Second Ouvrier (Unk); Troisieme Ouvrier (Unk); Autre Ouvrier (Unk); Un Vieil Ouvrier (Unk); Un Autre Ouvrier (Unk); Un Ouvrier (Unk)";;47;False;https://www.wikidata.org/wiki/Q3816;DraCor: https://dracor.org/
fre001319;;Sand, George;0;Le Roi Attend;Prologue;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAND_ROIATTEND.xml;1848;;;;;27;False;1848;1866;27;8;6;13;0;2;95;;11;0;4949;4742;125;116;0;sand-roi-attend;fre001319;FreDraCor;1848;;female;1804;1876;"Laforêt (F); Molière (M); Ducroisy (M); Brécourt (M); La Grange (M); Mademoiselle Duparc (F); Mademoiselle de Brie (F); Mademoiselle Béjart (F); Mademoiselle Molière (F); Mademoiselle Hervé (F); Mademoiselle Ducroisy (F); Béjart (M); Un Necessaire (Unk); Le Deuxieme Necessaire (Unk); Le Troisieme Necessaire (Unk); Le Quatrieme Necessaire (Unk); Cinquième Nécessaire (M); Sixieme Necessaire (Unk); Septieme Necessaire (Unk); Mademoisrlle Duparc (Unk); La Muse (F); Eschyle (Unk); Sophocle (Unk); Euripide (Unk); Shakespeare (Unk); Voltaire (Unk); Beaumarchais (Unk)";;44;False;https://www.wikidata.org/wiki/Q3816;DraCor: https://dracor.org/
fre001320;;Saurin, Bernard-Joseph;0;L'Anglomane;Ou l'Orpheline Léguée;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAURIN_ANGLOMANE.xml;1763;;;;;7;False;1772;1763;7;3;4;0;0;1;18;;16;1;9277;8307;121;4;1111;saurin-anglomane;fre001320;FreDraCor;1763;;male;1706;1781;"Finette (F); Damis (M); Eraste (M); Sophie (F); Bélise (F); L'Olive (M); Lisimon (M)";;57;False;https://www.wikidata.org/wiki/Q822205;DraCor: https://dracor.org/
fre001321;;Saurin, Bernard-Joseph;0;Béverlei;Drame en Cinq Actes et en vers Libres;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAURIN_BEVERLEI.xml;1760;;;;;9;False;1760;1821;9;2;5;2;0;1;21;;42;5;13792;13315;441;2;1735;saurin-beverlei;fre001321;FreDraCor;1760;;male;1706;1781;"Madame Béverlei (F); Henriette (F); Jarvis (M); Stukéli (M); Tomi (M); Leuson (M); Béverlei (M); L Inconnu (Unk); Le Sergent (Unk)";;54;False;https://www.wikidata.org/wiki/Q822205;DraCor: https://dracor.org/
fre001322;;Saurin, Bernard-Joseph;0;Blanche et Guiscard;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAURIN_BLANCHEETGUISCARD.xml;1763;;;;;6;False;1763;1763;6;2;2;2;0;1;10;;31;5;13070;12470;206;0;1399;saurin-blanche-et-guiscard;fre001322;FreDraCor;1763;;male;1706;1781;"Blanche (F); Laure (F); Siffrédi (M); Guiscard (Unk); Rodolphe (M); Osmont (Unk)";;57;False;https://www.wikidata.org/wiki/Q822205;DraCor: https://dracor.org/
fre001323;;Saurin, Bernard-Joseph;0;Le Mariage de Julie;Comédie en Acte et en Prose;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAURIN_MARIAGEDEJULIE.xml;1760;;;;;10;False;1760;1802;10;2;1;7;0;1;26;;24;1;9304;9047;128;392;0;saurin-mariage-de-julie;fre001323;FreDraCor;1760;;male;1706;1781;"Dumont (M); Agathe (F); Durval (Unk); De Surmon (Unk); Julie (Unk); Le Marquis (Unk); La Marquise (Unk); Madame Durval (F); Le Docteur (Unk); La Comtesse (Unk)";;54;False;https://www.wikidata.org/wiki/Q822205;DraCor: https://dracor.org/
fre001324;;Saurin, Bernard-Joseph;0;Les Moeurs du Temps;Comédie en Acte et en Prose;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAURIN_MOEURSDUTEMPS.xml;1760;;;;;9;False;1760;1764;9;5;2;2;0;2;17;;24;1;8398;8054;230;302;37;saurin-moeurs-du-temps;fre001324;FreDraCor;1760;;male;1706;1781;"Dorante (M); Cidalise (F); Julie (F); Le Marquis (F); Monsieur Dumont (Unk); La Comtesse (F); Géronte (M); Finette (F); Tous (Unk)";;54;False;https://www.wikidata.org/wiki/Q822205;DraCor: https://dracor.org/
fre001325;;Saurin, Bernard-Joseph;0;Spartacus;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SAURIN_SPARTACUS.xml;1760;;;;;9;False;1760;1760;9;1;6;2;0;1;14;;30;5;12962;12334;232;0;1397;saurin-spartacus;fre001325;FreDraCor;1760;;male;1706;1781;"Noricus (M); Sunnon (M); Spartacus (M); Albin (M); Le Tribun (Unk); Sabine (M); Emilie (F); Messala (M); Crassus (Unk)";;54;False;https://www.wikidata.org/wiki/Q822205;DraCor: https://dracor.org/
fre001326;;Scarron, Paul;0;Les Boutades du Capitan Matamore et ses Comédies.;;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_BOUTADESMATAMORE.xml;1646;;;;;9;False;1646;1647;9;0;6;3;0;1;29;;30;2;17061;16720;7;0;2213;scarron-boutades-matamore;fre001326;FreDraCor;1646;;male;1610;1660;"Matamore (M); Bonniface (M); Le Capitaine (Unk); Angelique (Unk); Alison (M); Philipin (M); Beau-Château (M); Beau-Lieu (M); Tous Deux (Unk)";;36;False;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001327;;Scarron, Paul;0;Don Japhet d'Arménie;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_DOMJAPHETDARMENIE.xml;1652;;;;;18;False;1652;1653;18;3;8;7;0;1;85;;28;5;18531;17347;170;2;1860;scarron-dom-japhet-d-armenie;fre001327;FreDraCor;1652;;male;1610;1660;"Marc Antoine (M); Don Alfonce (Unk); Don Japhet (Unk); Le Bailli (M); Foucaral (M); Torribo Poncil (Unk); Llorente Riberos (M); Léonore (F); Marine (F); Jean Vincent (M); Rodrigue (M); Le Commandeur (M); Don Alvare (M); Le Harangueur (Unk); Tous (Unk); La Duegne (Unk); Elvire (F); Le Courier (Unk)";;42;False;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001328;;Scarron, Paul;0;L'Escolier de Salamanque;Ou les Généreux Ennemis.;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_ECOLIERDESALAMANQUE.xml;1654;;;;;12;False;1654;1655;12;4;5;3;0;1;39;;34;5;18927;17770;61;3;1934;scarron-ecolier-de-salamanque;fre001328;FreDraCor;1654;;male;1610;1660;"Le Comte (M); Léonore (F); Béatrix (F); Don Félix de Cespede (M); Crispin (Unk); Don Louis (Unk); Zamorin (M); Don Pedre de Cespede (M); Cassandre (F); Lisette (F); Le Prevot (Unk); La Taillade (M)";;44;False;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001329;;Scarron, Paul;0;La Fausse Apparence;Comédie.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_FAUSSEAPPARENCE.xml;1662;;;;;9;False;1662;1663;9;3;6;0;0;1;31;;32;5;17242;16789;98;4;1860;scarron-fausse-apparence;fre001329;FreDraCor;1662;;male;1610;1660;"Don Carlos de Roxas (M); Fabrice (M); Léonore (F); Don Louis de Roxas (M); Cardille (M); Don Sanche de Lyssan (M); Marine (F); Flore (F); Don Pedre de Lara (M)";;;True;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001330;;Scarron, Paul;0;Le Gardien de Soi-Même;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_GARDIENDESOIMEME.xml;1654;;;;;16;False;1654;1654;16;5;6;5;0;1;55;;36;5;17990;17673;60;0;1976;scarron-gardien-de-soi-meme;fre001330;FreDraCor;1654;;male;1610;1660;"Sulpice (M); Alcandre (M); Premier Paysan (Unk); Filipin (M); Mauricette (F); Constance (F); Hélène (F); Licaste (M); Premier Soldat (Unk); Second Soldat (Unk); Soldat (Unk); Le Roi de Naples (M); Isabelle (F); Sabine (F); Paysan (Unk); Le Prince de Sicile (M)";;44;False;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001331;;Scarron, Paul;0;L'Héritier Ridicule ou La Dame Intéressée.;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_HERITIERRIDICULE.xml;1650;;;;;9;False;1659;1650;9;3;4;2;0;1;27;;24;5;18754;17631;100;3;1852;scarron-heritier-ridicule;fre001331;FreDraCor;1650;;male;1610;1660;"Béatrix (F); Léonor de Gusman (F); Helene (Unk); Don Juan Bracamont (M); Don Diègue de Mendoce (M); Paquette (F); Rosquepine (Unk); Filipin (M); Carmagnolle (M)";;40;False;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001332;;Scarron, Paul;0;Le Jodelet ou Le Maître Valet.;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_JODELET.xml;1648;;;;;8;False;;1648;8;3;5;0;0;1;25;;60;5;20942;19851;428;1;2058;scarron-jodelet;fre001332;FreDraCor;1648;;male;1610;1660;"Jodelet (M); Don Juan (M); Etienne (M); Don Louis (M); Isabelle (F); Béatrix (F); Don Fernand (M); Lucrèce (F)";;38;False;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001333;;Scarron, Paul;0;Le Jodelet Duelliste.;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_JODELETDUELISTE.xml;1646;;;;;10;False;1646;1646;10;3;2;5;0;1;36;;31;5;18444;17994;110;7;1982;scarron-jodelet-dueliste;fre001333;FreDraCor;1646;;male;1610;1660;"Don Felix (Unk); Jodelet (M); Don Gaspard (Unk); Don Sanche (M); Don Diegue (Unk); Alphonse (Unk); Béatrix (F); Lucie (F); Don Pedro (Unk); Hélène (F)";;36;False;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001334;;Scarron, Paul;0;Le Marquis Ridicule;Ou la Comtesse Faite à la Hâte.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_MARQUISRIDICULE.xml;1646;;;;;10;False;1646;1656;10;3;5;2;0;1;45;;24;5;18382;17581;120;5;1903;scarron-marquis-ridicule;fre001334;FreDraCor;1646;;male;1610;1660;"Louise (F); Stéfanie (F); Olivares (M); Don Sanche (M); Merlin (M); Lisette (Unk); Blanche (F); Don Cosme de Vargas (M); Don Blaize (Unk); Ordugno (M)";;36;False;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001335;;Scarron, Paul;0;Le Prince Corsaire.;Tragi-Comédie.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCARRON_PRINCECORSAIRE.xml;1650;;;;;10;False;1658;1650;10;3;7;0;0;1;25;;33;5;14622;14186;17;0;1626;scarron-prince-corsaire;fre001335;FreDraCor;1650;;male;1610;1660;"Sébaste (M); Clarice (F); Elise (F); Alcionne (F); Nicanor (M); Amintas (M); Criton (M); Licas (M); Orosmane (M); Argante (M)";;40;False;https://www.wikidata.org/wiki/Q551725;DraCor: https://dracor.org/
fre001336;;Schelandre, Jean;0;Tyr et Sydon;Tragi-Comédie;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCHELANDRE_TYRSIDON_I.xml;1628;;;;;24;False;1628;1628;24;5;17;2;0;2;39;;31;0;25600;19907;20;0;2115;schelandre-tyr-sidon-i;fre001336;FreDraCor;1628;;male;1584;1635;"Léonte (M); Phulter (M); Le Herault Sidonien (M); Abdolomin (M); Balorte (M); Belcar (M); Araxe (M); Soldats (Unk); Timadon (M); Pharnabaze (M); Le Courrier (M); Cassandre (F); Méliane (F); Zorote (M); Philoline (F); Tharside (F); Le Page de Léonte (M); Almodice (F); Bagoas (M); La Ruine (M); La Débauche (M); Le Prévôt (M); Archers (Unk); Autre Soldat (M)";;44;False;https://www.wikidata.org/wiki/Q3175704;DraCor: https://dracor.org/
fre001337;;Schelandre, Jean;0;Tyr et Sydon;Tragi-Comédie;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCHELANDRE_TYRSIDON_II.xml;1628;;;;;22;False;1628;1628;22;3;10;9;0;1;66;;30;2;24686;24386;17;0;2710;schelandre-tyr-sidon-ii;fre001337;FreDraCor;1628;;male;1584;1635;"Cassandre (F); Belcar (M); Méliane (F); Almodice (F); Araxe (M); Soldat (Unk); Zorote (M); Soldats (M); Pharnabaze (M); Phulter (M); Timadon (M); Thamys (M); Abdolomin (M); Balorte (M); L Amiral (Unk); Premier Pecheur (Unk); Deuxieme Pecheur (Unk); Les Juges (Unk); L Archer (Unk); Messager (Unk); Archer (Unk); Archers (Unk)";;44;False;https://www.wikidata.org/wiki/Q3175704;DraCor: https://dracor.org/
fre001338;;Scribe, Eugène;0;La Conversion;Ou à l'Impossible Nul n'est Tenu.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCRIBE_CONVERSION.xml;1861;;;;;8;False;;1861;8;2;3;3;0;1;23;;7;0;7480;7308;414;230;2;scribe-conversion;fre001338;FreDraCor;1861;;male;1791;1861;"Fra-Ambrosio (M); Girolamo (M); Loretta (F); Zerline (F); Une Femme du Peuple (Unk); Un Homme du Peuple (Unk); Barnabé (M); Le Peuple (Unk)";;70;False;https://www.wikidata.org/wiki/Q319261;DraCor: https://dracor.org/
fre001339;;Scribe, Eugène;0;Le Jeune Docteur;Ou le Moyen de Parvenir.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCRIBE_JEUNEDOCTEUR.xml;1861;;;;;11;False;;1861;11;4;6;1;0;1;34;;9;0;6604;6419;317;332;0;scribe-jeune-docteur;fre001339;FreDraCor;1861;;male;1791;1861;"Le Docteur (M); Guillaume (M); Ernest (M); Le Marquis (M); La Marquise (M); Julie (F); La Couturière (F); La Comtesse (F); La Baronne (F); La Marquis (Unk); Un Domestique (M)";;70;False;https://www.wikidata.org/wiki/Q319261;DraCor: https://dracor.org/
fre001340;;Scribe, Eugène;0;Un Ministre sous Louis Xv;Ou le Secret de Rester en Place.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCRIBE_MINISTRESOUSLOUISXV.xml;1861;;;;;7;True;;1861;7;1;2;4;0;1;8;;8;0;8886;8732;386;303;0;scribe-ministre-sous-louis-xv;fre001340;FreDraCor;1861;;male;1791;1861;"Le Duc (Unk); Chompré (M); La Marquise (Unk); Lebel (M); La Marechale (Unk); Henriette (F); Le Roi (Unk)";;70;False;https://www.wikidata.org/wiki/Q319261;DraCor: https://dracor.org/
fre001341;;Scribe, Eugène;0;Potemkin;Ou un Caprice Impérial.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCRIBE_POTEMKIN.xml;1861;;;;;13;False;;1861;13;1;3;9;0;1;44;;6;0;8335;7868;646;376;0;scribe-potemkin;fre001341;FreDraCor;1861;;male;1791;1861;"La Comtesse (Unk); Potemkin (Unk); Le Major (M); Mouravieff (M); Mouravleff (Unk); Catherine (Unk); Le Prince de Ligne (Unk); La Comtesse Branitzka (F); Le Prlnge de Ligne (Unk); Momonoff (Unk); L Ambassadeur D Angleterre (Unk); L Ambassadeur de Prusse (Unk); Le Comte Momonoff (M)";;70;False;https://www.wikidata.org/wiki/Q319261;DraCor: https://dracor.org/
fre001342;;Scribe, Eugène;0;Le Tête-à-tête;Ou Trente Lieues en Poste.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCRIBE_TETEATETE.xml;1853;;;;;14;False;1930;1853;14;5;4;5;0;1;38;;16;0;10577;10339;764;492;9;scribe-tete-a-tete;fre001342;FreDraCor;1853;;male;1791;1861;"Edmond (M); Le Postillon (M); Mathilde (F); Deuxieme Postillon (Unk); L Autre Postillon (Unk); Le Peuple (Unk); La Marchande (F); Premier Postillon (Unk); Le Jenue Homme (M); Tous les Postillons (Unk); La Maîtresse d'Auberge (F); Catherine (F); Le Garçon (M); Madame de Bussières (F)";;62;False;https://www.wikidata.org/wiki/Q319261;DraCor: https://dracor.org/
fre001343;;Scudery, Georges;0;L'Amour Tyrannique;Tragi-Comédie;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_AMOURTYRAN.xml;1638;;;;;13;False;1638;1640;13;4;7;2;0;1;45;;29;5;18677;17571;458;1;1959;scudery-amour-tyran;fre001343;FreDraCor;1638;;male;1601;1667;"Ormène (F); Cassandre (F); Hécube (F); Tiridate (M); Pharnabase (M); Phraarte (M); Orosmane (M); Polixène (F); Tigrane (M); Garde (Unk); Citoyen (Unk); Euphorbe (M); Troile (M)";;37;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
fre001344;;Scudery, Georges;0;Arminius ou Les Frères Ennemis;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_ARMINIUS.xml;1642;;;;;9;False;1642;1644;9;5;4;0;0;1;30;;36;5;16000;15824;0;0;1831;scudery-arminius;fre001344;FreDraCor;1642;;male;1601;1667;"Cecina (F); Agrippine (F); Hercinie (F); Segeste (M); Germanicus (M); Arminius (M); Segimire (F); Emile (F); Flavian (M)";;41;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
fre001345;;Scudery, Georges;0;La Comédie des Comédiens;Poème de Nouvelle Invention.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_COMEDIEDESCOMEDIENS.xml;1634;;;;;16;False;1634;1635;16;2;7;7;0;2;53;;9;3;6164;5278;5;55;48;scudery-comedie-des-comediens;fre001345;FreDraCor;1634;;male;1601;1667;"Monsieur de Blandimar (M); Belle-Ombre (M); Arlequin (M); Belle-Fleur (M); Belle-Epine (M); Beau-Séjour (M); La Femme de Belle-Epine (F); Beau-Soleil (M); La Belle Epine (Unk); La Femme de Beau-Soleil (F); L Hote (Unk); Tancrede (Unk); Iris (Unk); Clorice (Unk); Alcidon (Unk); Clorlce (Unk)";;33;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
fre001346;;Scudery, Georges;1;Eudoxe;Tragi-Comédie;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_EUDOXE.xml;1633;;;;;10;False;1633;1641;10;3;7;0;0;1;30;;25;5;19952;19172;4;0;2251;scudery-eudoxe;fre001346;FreDraCor;1633;;male;1601;1667;"Olimbre (M); Ursace (M); Olicharsis (M); Eudoxe (F); Eudoxe (F); Genseric (M); Aspar (M); Placidie (F); Thrasimond (M); Talerbal (M)";Scudery, Georges;32;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
