Key;Author;Title;Date;Reference year;Notes;files;No of words;Language;Authorid;Author gender (manual);Author birth;Author death;Size;Time slot;Corpus;First edition;Digital edition;Print edition;Provenance;Titleid;Subgenre;Narrative perspective;Reprint count;Xmlid;Author age (time of writing);Posthumous;Publication statement
SRP18910;Мијатовић, Чедомиљ;Иконија везирова мајка: приповетка из XVII века;1891;1891;authorid: https://www.wikidata.org/wiki/Q8079697;texts/SRP18910_CyedomirM_Ikonija.xml;23508;Serbian;https://viaf.org/viaf/42116339;male;1842;1932;short;1880-1899;ELTeC-srp;1891;;;;https://www.wikidata.org/wiki/Q109336085;;;low;SRP18910;49;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18911;Јевтић, Стеван Ј.;Даница : роман из београдског живота;1891;1891;;texts/SRP18911_StevanJJ_Danica.xml;33463;Serbian;https://viaf.org/viaf/68773127;male;1854;1904;short;1880-1899;ELTeC-srp;1891;;;;https://www.wikidata.org/wiki/Q109335983;;;low;SRP18911;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18921;Рогић, Душан;Србин и Хрватица или љубав и народност : роман : Из народносних размирица Срба и Хрвата у Загребу;1892;1892;authorid: https://www.wikidata.org/wiki/Q108983659;texts/SRP18921_DusanR_SrbinHrvatica.xml;10333;Serbian;https://viaf.org/viaf/94150747024316301259;male;1855;;short;1880-1899;ELTeC-srp;1892;;;;https://www.wikidata.org/wiki/Q109336245;;;low;SRP18921;;;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18922;Матавуљ, Симо;Бакоња фра-Брне : његово ђаковање и постриг;1892;1892;"authorid: https://www.wikidata.org/wiki/Q1275981 ; titleid: https://www.wikidata.org/wiki/Q109303300 ";texts/SRP18922_SimoM_Bakonja.xml;55285;Serbian;https://viaf.org/viaf/22201524;male;1852;1908;medium;1880-1899;ELTeC-srp;1892;;1893;;https://viaf.org/viaf/3724151656276608400000;;;high;SRP18922;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18923;Тодоровић, Пера;Београдске тајне : историски роман из српске прошлости, с краја прошлог века!. Св. 1;1892;1892;authorid: https://www.wikidata.org/wiki/Q12757120;texts/SRP18923_NN_BeogradskeTajne.xml;131254;Serbian;https://viaf.org/viaf/2788090;male;1852;1907;long;1880-1899;ELTeC-srp;1892;;;;https://www.wikidata.org/wiki/Q109303302;;;low;SRP18923;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18930;Гавриловић, Андра;Прве жртве: приповетка из српске прошлости;1893;1893;authorid: https://www.wikidata.org/wiki/Q4754652;texts/SRP18930_AndraG_PrveZrtve.xml;36654;Serbian;https://viaf.org/viaf/14822825;male;1864;1929;short;1880-1899;ELTeC-srp;1893;;;;https://www.wikidata.org/wiki/Q109336124;;;low;SRP18930;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18932;Веселиновић, Јанко М.;Сељанка : приповетка из сеоског живота;1888;1888;authorid: https://www.wikidata.org/wiki/Q713652;texts/SRP18932_JankoV_Seljanka.xml;41635;Serbian;https://viaf.org/viaf/66316956;male;1862;1905;short;1880-1899;ELTeC-srp;1888;;1893;;https://www.wikidata.org/wiki/Q109336237;;;high;SRP18932;26;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18933;Тодоровић, Пера;Смрт Карађорђева : историски роман из недавне прошлости;1893;1893;authorid: https://www.wikidata.org/wiki/Q12757120;texts/SRP18933_PeraTod_SmrtKaradjordja.xml;78820;Serbian;https://viaf.org/viaf/2788090;male;1852;1907;medium;1880-1899;ELTeC-srp;1893;;1928;;https://www.wikidata.org/wiki/Q109336243;;;high;SRP18933;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18934;Комарчић, Лазар;Један разорен ум;1893;1893;authorid: https://www.wikidata.org/wiki/Q12754437;texts/SRP18934_LazarK_1RazorenUm.xml;36400;Serbian;https://viaf.org/viaf/14831335;male;1833;1909;short;1880-1899;ELTeC-srp;1893;;;;https://www.wikidata.org/wiki/Q109336088;;;high;SRP18934;60;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18935;Јовичић, Живојин;Робињица Злата : приповетка из прошлости;1893;1893;;texts/SRP18935_RobinjicaZlata.xml;28468;Serbian;https://www.wikidata.org/wiki/Q108983660;male;1837;1908;short;1880-1899;ELTeC-srp;1893;;;;https://www.wikidata.org/wiki/Q109336235;;;low;SRP18935;56;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18940;Сретеновић, Михаило;Радетића Мара: приповетка из сеоскога живота;1894;1894;authorid: https://www.wikidata.org/wiki/Q108983664;texts/SRP18940_MihailoS_RadeticaMara.xml;40034;Serbian;https://viaf.org/viaf/305714513;male;1866;1934;short;1880-1899;ELTeC-srp;1894;;1895;;https://www.wikidata.org/wiki/Q109336232;;;low;SRP18940;28;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
